brand,brand_id,month_index,year,month,year_month,post_count,score,Entertainment,Trendiness,Interaction,Customization,entropy_ce_score_mean,critic_ce_score_mean,engagement_total_sum,brand_Armani,brand_Burberry,brand_Chanel,brand_Dior,brand_Gucci,brand_LV
Gucci,5,17,2021,3,2021-03,65,2125.27108,11,22,379,73,32.69647815384615,33.288707692307696,386768,0,0,0,0,1,0
Gucci,5,18,2021,4,2021-04,101,3569.92778,16,25,515,96,35.34581960396039,35.29463910891089,403042,0,0,0,0,1,0
Gucci,5,19,2021,5,2021-05,62,2027.89098,4,20,297,35,32.70791903225806,33.27779209677419,141223,0,0,0,0,1,0
Gucci,5,20,2021,6,2021-06,79,2625.55453,8,29,376,47,33.23486746835443,33.53953113924051,188124,0,0,0,0,1,0
Gucci,5,21,2021,7,2021-07,78,2639.91286,2,24,423,80,33.845036666666665,34.17269717948717,134736,0,0,0,0,1,0
Gucci,5,22,2021,8,2021-08,51,1653.65895,0,14,180,22,32.424685294117644,32.92479803921569,74161,0,0,0,0,1,0
Gucci,5,23,2021,9,2021-09,83,2611.30827,9,28,446,75,31.461545421686747,31.82433156626506,92266,0,0,0,0,1,0
Gucci,5,24,2021,10,2021-10,86,2809.73717,5,18,349,40,32.67136244186047,33.054700581395345,193322,0,0,0,0,1,0
Gucci,5,25,2021,11,2021-11,115,3854.42141,2,29,612,148,33.516707913043476,33.591043478260865,281132,0,0,0,0,1,0
Gucci,5,26,2021,12,2021-12,60,2075.91753,1,15,246,26,34.598625500000004,34.48269966666667,88087,0,0,0,0,1,0
Gucci,5,27,2022,1,2022-01,75,2601.20708,2,19,330,31,34.68276106666667,34.75887813333333,141323,0,0,0,0,1,0
Gucci,5,28,2022,2,2022-02,100,3203.26387,10,30,477,69,32.0326387,32.1978776,120487,0,0,0,0,1,0
Gucci,5,29,2022,3,2022-03,93,3094.51899,7,17,515,107,33.27439774193549,33.14364774193549,118687,0,0,0,0,1,0
Gucci,5,30,2022,4,2022-04,66,2258.93603,2,12,332,51,34.22630348484848,34.154731212121206,111923,0,0,0,0,1,0
Gucci,5,31,2022,5,2022-05,135,4465.12951,10,51,722,115,33.0750334074074,33.0415094074074,116254,0,0,0,0,1,0
Gucci,5,32,2022,6,2022-06,105,3457.86977,6,20,569,124,32.93209304761905,32.964536,131072,0,0,0,0,1,0
Gucci,5,33,2022,7,2022-07,79,2602.989,4,14,418,101,32.949227848101266,33.355555189873414,98237,0,0,0,0,1,0
Gucci,5,34,2022,8,2022-08,33,1107.9219,2,10,148,20,33.57339090909091,33.75712424242425,38851,0,0,0,0,1,0
LV,6,0,2018,8,2018-08,36,1188.84531,2,8,92,8,33.02348083333333,33.64290833333334,39182,0,0,0,0,0,1
LV,6,0,2018,9,2018-09,31,1020.0045,2,1,78,1,32.903370967741935,33.72978903225807,95829,0,0,0,0,0,1
LV,6,0,2018,10,2018-10,106,3286.32557,0,25,373,76,31.00307141509434,31.866160566037735,152682,0,0,0,0,0,1
LV,6,0,2018,11,2018-11,81,2522.76515,4,15,252,30,31.1452487654321,31.866185061728395,59370,0,0,0,0,0,1
LV,6,0,2018,12,2018-12,55,1602.86393,0,18,155,4,29.142980545454545,30.28337181818182,34156,0,0,0,0,0,1
LV,6,0,2019,1,2019-01,105,3185.50765,1,12,429,135,30.338168095238096,31.261242952380954,141711,0,0,0,0,0,1
LV,6,0,2019,2,2019-02,70,2085.78216,0,15,280,44,29.796888000000003,30.77518857142857,72529,0,0,0,0,0,1
LV,6,0,2019,3,2019-03,86,2681.3412200000002,2,34,323,79,31.17838627906977,32.015113372093026,142608,0,0,0,0,0,1
LV,6,0,2019,4,2019-04,60,1935.34947,2,18,175,19,32.2558245,32.945879833333336,129341,0,0,0,0,0,1
LV,6,0,2019,5,2019-05,74,2389.35962,3,25,362,99,32.28864351351351,32.97556027027027,89782,0,0,0,0,0,1
LV,6,0,2019,6,2019-06,97,3220.59659,0,67,377,61,33.20202670103093,33.689467835051545,182899,0,0,0,0,0,1
LV,6,0,2019,7,2019-07,47,1477.08341,0,19,168,35,31.427306595744678,32.32160234042553,72029,0,0,0,0,0,1
LV,6,0,2019,8,2019-08,45,1254.9469100000001,0,33,160,24,27.887709111111114,29.10924,19949,0,0,0,0,0,1
LV,6,0,2019,9,2019-09,57,1802.3429,12,23,220,37,31.620050877192984,32.30455,80870,0,0,0,0,0,1
LV,6,0,2019,10,2019-10,76,2397.31573,1,49,334,70,31.543628026315787,32.27764105263158,144371,0,0,0,0,0,1
LV,6,1,2019,11,2019-11,68,2299.63775,3,32,258,33,33.81820220588235,34.154561323529414,139543,0,0,0,0,0,1
LV,6,2,2019,12,2019-12,68,2079.67369,7,37,224,14,30.58343661764706,31.391528970588237,44143,0,0,0,0,0,1
LV,6,3,2020,1,2020-01,86,2919.05344,5,43,354,52,33.942481860465115,34.20531546511628,121881,0,0,0,0,0,1
LV,6,4,2020,2,2020-02,69,2081.27472,0,43,255,46,30.163401739130432,30.983641304347827,52659,0,0,0,0,0,1
LV,6,5,2020,3,2020-03,65,2001.53584,0,34,262,65,30.792859076923076,31.588863384615383,67085,0,0,0,0,0,1
LV,6,6,2020,4,2020-04,38,1199.37379,3,4,152,29,31.562468157894738,32.38044421052631,38651,0,0,0,0,0,1
LV,6,7,2020,5,2020-05,38,1238.06091,1,3,132,21,32.580550263157896,33.14042078947369,32689,0,0,0,0,0,1
LV,6,8,2020,6,2020-06,48,1603.58514,2,19,177,22,33.40802375,33.725227708333335,48254,0,0,0,0,0,1
LV,6,9,2020,7,2020-07,85,2553.29202,9,51,334,53,30.038729647058823,31.004636235294118,62263,0,0,0,0,0,1
LV,6,10,2020,8,2020-08,65,2241.09053,2,41,265,55,34.47831584615385,34.60170753846154,241948,0,0,0,0,0,1
LV,6,11,2020,9,2020-09,57,1760.16405,3,24,256,47,30.880071052631582,31.576630350877192,48401,0,0,0,0,0,1
LV,6,12,2020,10,2020-10,65,2019.29365,0,39,252,56,31.066056153846155,31.74857507692308,51365,0,0,0,0,0,1
LV,6,13,2020,11,2020-11,62,2074.55621,10,10,219,13,33.46058403225807,33.3562114516129,85428,0,0,0,0,0,1
LV,6,14,2020,12,2020-12,81,2544.16183,9,29,258,16,31.409405308641976,31.79703913580247,52638,0,0,0,0,0,1
LV,6,15,2021,1,2021-01,80,2770.04556,19,27,273,44,34.6255695,34.71029825,996320,0,0,0,0,0,1
LV,6,16,2021,2,2021-02,52,1699.05219,0,23,198,32,32.67408057692308,32.955600961538465,39704,0,0,0,0,0,1
LV,6,17,2021,3,2021-03,89,2926.69241,11,55,392,77,32.884184382022475,33.4114902247191,305629,0,0,0,0,0,1
LV,6,18,2021,4,2021-04,90,3519.29636,5,37,333,49,39.10329288888889,39.780448,6625876,0,0,0,0,0,1
LV,6,19,2021,5,2021-05,55,2122.89363,4,23,245,46,38.598066,39.102411636363634,1032479,0,0,0,0,0,1
LV,6,20,2021,6,2021-06,52,2104.49455,4,33,194,44,40.47104903846154,41.193300769230774,552567,0,0,0,0,0,1
LV,6,21,2021,7,2021-07,86,4108.91717,11,32,385,64,47.77810662790697,48.79466651162791,11511678,0,0,0,0,0,1
LV,6,22,2021,8,2021-08,60,2045.0104900000001,1,39,199,27,34.08350816666667,35.14906133333333,178224,0,0,0,0,0,1
LV,6,23,2021,9,2021-09,70,2531.46427,2,30,248,36,36.16377528571429,36.84835171428571,814692,0,0,0,0,0,1
LV,6,24,2021,10,2021-10,73,2570.32668,2,43,297,61,35.209954520547946,35.66758465753424,271887,0,0,0,0,0,1
LV,6,25,2021,11,2021-11,67,2473.00592,3,37,238,42,36.910536119402984,37.21712343283582,863727,0,0,0,0,0,1
LV,6,26,2021,12,2021-12,32,1375.27268,4,11,143,28,42.97727125,43.9326884375,2148278,0,0,0,0,0,1
LV,6,27,2022,1,2022-01,72,2817.29327,2,32,296,43,39.129073194444445,39.86987138888889,2966289,0,0,0,0,0,1
LV,6,28,2022,2,2022-02,36,1273.54404,4,24,124,11,35.376223333333336,35.45166222222222,48735,0,0,0,0,0,1
LV,6,29,2022,3,2022-03,72,2500.8907600000002,1,30,324,43,34.734593888888895,35.034866111111114,127443,0,0,0,0,0,1
LV,6,30,2022,4,2022-04,59,1954.6313499999999,1,21,203,11,33.12934491525424,33.69579118644068,315366,0,0,0,0,0,1
LV,6,31,2022,5,2022-05,100,3519.90543,3,33,472,94,35.1990543,35.2132401,124864,0,0,0,0,0,1
LV,6,32,2022,6,2022-06,94,3310.66769,3,59,309,30,35.21986904255319,35.408257978723405,308878,0,0,0,0,0,1
LV,6,33,2022,7,2022-07,60,1879.85139,9,30,208,23,31.3308565,32.2684015,45990,0,0,0,0,0,1
LV,6,34,2022,8,2022-08,30,861.81202,0,10,79,3,28.72706733333333,29.951598333333333,15569,0,0,0,0,0,1
