public_post_id,brand,brand_id,year,month,year_month,month_index,weekday,hour,retweet_count,reply_count,like_count,quote_count,engagement_total,hashtag_count,mention_count,is_retweet,Entertainment,Trendiness,Interaction,Customization,entropy_ce_score,critic_ce_score,cilos_score,idocriw_score,merec_score,additive_engagement_score
BP10193,LV,6,2021,5,2021-05,19,Friday,15,133,27,2188,3,2351,2,1,False,0,0,4,1,35.47394,36.23275,42.0632,37.20985,37.73877,2351
BP10194,LV,6,2021,5,2021-05,19,Friday,7,191,21,2457,10,2679,2,2,False,0,1,5,2,37.4066,37.83497,43.44979,38.68583,39.19017,2679
BP10195,LV,6,2021,5,2021-05,19,Tuesday,11,53559,632,154418,540,209149,10,3,False,0,1,14,3,59.6932,62.55401,73.26294,65.34793,66.80451,209149
BP10196,LV,6,2021,5,2021-05,19,Tuesday,8,90960,1669,252487,1751,346867,10,3,False,1,0,14,3,67.02531,69.06032,78.78655,71.53205,72.84586,346867
BP10197,LV,6,2021,5,2021-05,19,Monday,9,83659,13949,234001,7423,339032,10,3,False,0,0,14,3,79.20411,77.6826,80.76566,78.34142,78.72016,339032
BP10198,LV,6,2021,5,2021-05,19,Sunday,18,181,30,2579,8,2798,2,1,False,0,0,4,1,37.56507,37.98521,43.49243,38.82198,39.30427,2798
BP10199,LV,6,2021,5,2021-05,19,Sunday,13,316,31,3553,31,3931,2,1,False,0,0,4,1,40.76113,40.77615,46.07051,41.46577,41.91608,3931
BP10200,LV,6,2021,5,2021-05,19,Saturday,9,652,88,4023,58,4821,3,0,False,0,0,4,0,44.29576,43.92506,47.8107,44.50353,44.86309,4821
BP10201,LV,6,2021,5,2021-05,19,Friday,7,161,24,2287,7,2479,2,1,False,0,1,4,1,36.84944,37.31096,42.85259,38.16049,38.651,2479
BP10202,LV,6,2021,5,2021-05,19,Thursday,18,138,18,1925,8,2089,2,1,False,0,1,4,1,36.50132,36.82722,42.17254,37.59945,38.0629,2089
BP10203,LV,6,2021,5,2021-05,19,Thursday,7,1151,131,5352,147,6781,3,2,False,0,0,6,2,47.80268,47.03451,50.32821,47.48051,47.78892,6781
BP10204,LV,6,2021,5,2021-05,19,Wednesday,21,205,30,2624,11,2870,4,0,False,1,1,5,0,38.21748,38.52321,43.85798,39.31671,39.7844,2870
BP10205,LV,6,2021,5,2021-05,19,Wednesday,17,321,34,2652,36,3043,3,0,False,1,0,4,0,41.03795,40.77167,45.11962,41.33246,41.70743,3043
BP10206,LV,6,2021,5,2021-05,19,Wednesday,13,254,18,2927,13,3212,3,0,False,1,1,4,0,37.88007,38.44986,44.46334,39.39946,39.96427,3212
BP10207,LV,6,2021,5,2021-05,19,Tuesday,23,102,14,1881,4,2001,2,0,False,0,0,3,0,34.79643,35.43688,41.41658,36.33535,36.85692,2001
BP10208,LV,6,2021,5,2021-05,19,Tuesday,20,460,42,2650,40,3192,6,0,False,0,1,7,0,41.71921,41.5062,45.52313,42.13711,42.52973,3192
BP10209,LV,6,2021,5,2021-05,19,Tuesday,7,108,24,2042,4,2178,2,0,False,0,1,3,0,35.68213,36.19324,41.82144,37.02748,37.5017,2178
BP10210,LV,6,2021,5,2021-05,19,Monday,19,122,24,1932,2,2080,2,0,False,0,1,3,0,34.52453,35.42889,41.31717,36.47384,37.02649,2080
BP10211,LV,6,2021,5,2021-05,19,Monday,13,131,23,2125,7,2286,4,0,False,0,1,5,0,36.68548,37.01875,42.43532,37.78426,38.23827,2286
BP10212,LV,6,2021,5,2021-05,19,Monday,10,529,56,3766,39,4390,4,0,False,0,1,5,0,42.44734,42.3986,46.98309,43.1154,43.54996,4390
BP10213,LV,6,2021,5,2021-05,19,Monday,6,170,16,2682,6,2874,2,0,False,0,0,3,0,36.0731,36.88091,43.31744,37.90619,38.49733,2874
BP10214,LV,6,2021,5,2021-05,19,Sunday,18,132,14,2274,12,2432,1,0,False,0,0,2,0,37.0162,37.24601,42.96831,37.96162,38.42709,2432
BP10215,LV,6,2021,5,2021-05,19,Saturday,12,209,25,3010,11,3255,2,0,False,0,0,3,0,38.03074,38.48655,44.35268,39.35356,39.8694,3255
BP10216,LV,6,2021,5,2021-05,19,Friday,8,130,11,2060,6,2207,3,0,False,0,0,4,0,35.28143,35.94977,42.12085,36.88668,37.44286,2207
BP10217,LV,6,2021,5,2021-05,19,Thursday,12,113,18,2005,6,2142,2,1,False,0,1,4,1,35.95408,36.36246,41.99334,37.15276,37.62451,2142
BP10218,LV,6,2021,5,2021-05,19,Thursday,8,96,16,1846,5,1963,2,1,False,0,1,4,1,35.35835,35.78975,41.46147,36.57754,37.0479,1963
BP10219,LV,6,2021,5,2021-05,19,Wednesday,12,100,19,2025,1,2145,2,1,False,0,0,4,1,33.10292,34.34428,40.95178,35.53569,36.15916,2145
BP10220,LV,6,2021,5,2021-05,19,Wednesday,8,96,8,1686,4,1794,2,1,False,0,1,4,1,33.91713,34.66681,40.92007,35.61991,36.18249,1794
BP10221,LV,6,2021,5,2021-05,19,Tuesday,12,150,17,2081,18,2266,2,1,False,0,1,4,1,38.09364,38.02038,43.05137,38.6009,38.99917,2266
BP10222,LV,6,2021,5,2021-05,19,Tuesday,8,102,13,1677,5,1797,2,1,False,0,0,4,1,35.00048,35.49057,41.14011,36.31825,36.80872,1797
BP10223,LV,6,2021,5,2021-05,19,Monday,16,98,12,1838,1,1949,1,0,False,0,0,2,0,32.35221,33.70143,40.53365,34.95023,35.61292,1949
BP10224,LV,6,2021,5,2021-05,19,Monday,11,162,17,2489,8,2676,1,0,False,0,0,2,0,36.6311,37.18794,43.20012,38.08495,38.61797,2676
BP10225,LV,6,2021,5,2021-05,19,Monday,7,142,17,2270,4,2433,1,0,False,0,0,2,0,35.28706,36.11889,42.34315,37.1412,37.71536,2433
BP10226,LV,6,2021,5,2021-05,19,Sunday,8,114,17,1928,4,2063,3,1,False,0,0,5,1,35.12518,35.76412,41.60684,36.67176,37.18923,2063
BP10227,LV,6,2021,5,2021-05,19,Saturday,8,85,22,1821,5,1933,2,1,False,0,1,4,1,35.80734,36.05475,41.37622,36.73675,37.14776,1933
BP10228,LV,6,2021,5,2021-05,19,Friday,19,89,10,1792,2,1893,3,1,False,0,0,5,1,33.10611,34.12998,40.71629,35.20852,35.81224,1893
BP10229,LV,6,2021,5,2021-05,19,Friday,8,80,9,1402,5,1496,2,1,False,0,1,4,1,34.30786,34.7202,40.31434,35.49148,35.96519,1496
BP10230,LV,6,2021,5,2021-05,19,Thursday,17,151,24,2679,4,2858,1,0,False,0,0,2,0,35.94741,36.76564,43.03826,37.7804,38.34502,2858
BP10231,LV,6,2021,5,2021-05,19,Thursday,12,159,19,2601,6,2785,1,0,False,0,0,2,0,36.2947,36.9888,43.18022,37.94994,38.50474,2785
BP10232,LV,6,2021,5,2021-05,19,Tuesday,16,154,13,2403,3,2573,1,0,False,0,0,2,0,34.46189,35.61262,42.40307,36.80243,37.45941,2573
BP10233,LV,6,2021,5,2021-05,19,Tuesday,12,172,16,2397,10,2595,2,0,False,0,1,3,0,36.95307,37.41231,43.24483,38.26908,38.78759,2595
BP10234,LV,6,2021,5,2021-05,19,Monday,7,139,13,2161,9,2322,2,0,False,0,0,3,0,36.32446,36.7571,42.62026,37.58147,38.08957,2322
BP10235,LV,6,2021,5,2021-05,19,Sunday,18,129,19,2898,10,3056,2,0,False,0,1,3,0,37.2836,37.62327,43.75755,38.38119,38.86364,3056
BP10236,LV,6,2021,5,2021-05,19,Sunday,9,153,13,2114,6,2286,2,0,False,0,1,3,0,35.57554,36.2837,42.35146,37.2566,37.8212,2286
BP10237,LV,6,2021,5,2021-05,19,Saturday,18,188,33,3255,24,3500,2,0,False,0,1,3,0,40.113,39.94212,45.15861,40.48046,40.85877,3500
BP10238,LV,6,2021,5,2021-05,19,Saturday,9,138,11,2164,10,2323,2,0,False,0,0,3,0,36.28642,36.71082,42.66742,37.53121,38.04616,2323
BP10239,LV,6,2021,4,2021-04,18,Friday,18,85,18,2112,5,2220,2,0,False,0,0,3,0,35.60263,35.9958,41.87149,36.74684,37.20503,2220
BP10240,LV,6,2021,4,2021-04,18,Friday,9,116,10,1708,4,1838,2,0,False,0,0,3,0,34.27551,35.05211,41.12393,36.0371,36.60335,1838
BP10241,LV,6,2021,4,2021-04,18,Thursday,18,85,9,1761,3,1858,2,0,False,0,1,3,0,33.59567,34.41866,40.83677,35.39355,35.96094,1858
BP10242,LV,6,2021,4,2021-04,18,Thursday,9,117,18,1841,6,1982,1,0,False,0,1,2,0,35.90279,36.28795,41.71691,37.07315,37.53752,1982
BP10243,LV,6,2021,4,2021-04,18,Wednesday,18,76,16,1681,6,1779,2,0,False,1,0,3,0,35.57301,35.74277,41.09076,36.37906,36.78331,1779
BP10244,LV,6,2021,4,2021-04,18,Wednesday,14,167,20,2197,31,2415,2,0,False,0,1,3,0,39.57345,39.15825,43.74761,39.57778,39.90977,2415
BP10245,LV,6,2021,4,2021-04,18,Wednesday,11,67,8,1471,2,1548,2,1,False,0,1,4,1,32.60538,33.47323,39.8187,34.45249,35.01399,1548
BP10246,LV,6,2021,4,2021-04,18,Wednesday,10,95,6,1439,2,1542,2,0,False,0,1,3,0,32.27697,33.39848,39.94044,34.54211,35.18131,1542
BP10247,LV,6,2021,4,2021-04,18,Wednesday,9,74,6,1470,1,1551,2,1,False,0,0,4,1,31.18864,32.5254,39.48523,33.74975,34.41982,1551
BP10248,LV,6,2021,4,2021-04,18,Monday,16,303,32,4078,22,4435,4,1,False,0,0,6,1,40.15758,40.44158,46.31425,41.25501,41.76092,4435
BP10249,LV,6,2021,4,2021-04,18,Monday,13,129,25,2505,10,2669,4,1,False,0,1,6,1,37.6037,37.76747,43.2612,38.44098,38.86601,2669
BP10250,LV,6,2021,4,2021-04,18,Monday,10,232,42,3609,33,3916,4,1,False,0,0,6,1,41.33901,41.02154,45.98493,41.50609,41.85867,3916
BP10251,LV,6,2021,4,2021-04,18,Sunday,19,171,56,3483,11,3721,1,0,False,0,1,2,0,39.42826,39.52627,44.87639,40.18184,40.5785,3721
BP10252,LV,6,2021,4,2021-04,18,Saturday,7,100962,1657,337473,1086,441178,8,1,False,1,1,10,1,65.72193,68.68056,80.28114,71.62085,73.15377,441178
BP10253,LV,6,2021,4,2021-04,18,Saturday,6,157853,5627,498306,4891,666677,3,1,False,0,0,5,1,75.74918,76.97344,86.01248,79.12696,80.29195,666677
BP10254,LV,6,2021,4,2021-04,18,Saturday,2,161086,7937,480876,7288,657187,2,1,False,0,0,4,1,78.51618,78.93231,86.48616,80.68673,81.65551,657187
BP10255,LV,6,2021,4,2021-04,18,Friday,23,138688,6255,394699,4970,544612,3,1,False,0,0,5,1,75.76087,76.50134,84.22422,78.39332,79.41329,544612
BP10256,LV,6,2021,4,2021-04,18,Friday,19,135576,5245,386383,5637,532841,3,1,False,0,0,5,1,75.70702,76.36534,84.17275,78.21403,79.23319,532841
BP10257,LV,6,2021,4,2021-04,18,Friday,16,138230,4932,386580,4563,534305,3,1,False,0,0,5,1,74.63861,75.6452,83.88576,77.67306,78.76829,534305
BP10258,LV,6,2021,4,2021-04,18,Friday,12,162442,7029,474303,8236,652010,3,1,False,0,0,5,1,78.6551,78.99341,86.55446,80.71375,81.68127,652010
BP10259,LV,6,2021,4,2021-04,18,Friday,9,166156,6528,489159,6953,668796,3,1,False,0,0,5,1,77.72467,78.41227,86.53101,80.31152,81.36068,668796
BP10260,LV,6,2021,4,2021-04,18,Friday,6,33763,478,139323,461,174025,2,2,False,0,1,5,2,58.21603,60.81078,71.7361,63.3766,64.7494,174025
BP10261,LV,6,2021,4,2021-04,18,Friday,3,287573,27820,748769,57746,1121908,2,1,False,0,1,4,1,94.27572,91.57042,94.70179,91.88372,92.21406,1121908
BP10262,LV,6,2021,4,2021-04,18,Thursday,2,10123,270,81820,567,92780,3,3,False,0,0,7,3,56.51683,57.62646,67.16191,59.24143,60.21729,92780
BP10263,LV,6,2021,4,2021-04,18,Wednesday,23,10160,254,78704,555,89673,2,3,False,0,1,6,3,56.27803,57.41381,66.91282,59.04499,60.02752,89673
BP10264,LV,6,2021,4,2021-04,18,Wednesday,20,7513,190,56650,282,64635,2,3,False,0,0,6,3,53.1375,54.5555,63.97896,56.29027,57.29615,64635
BP10265,LV,6,2021,4,2021-04,18,Wednesday,17,69,6,2731,4,2810,1,0,False,0,1,2,0,33.79985,34.71635,42.38736,35.70439,36.32414,2810
BP10266,LV,6,2021,4,2021-04,18,Wednesday,12,92,8,1859,9,1968,1,0,False,0,0,2,0,35.44739,35.7625,41.73723,36.49165,36.97396,1968
BP10267,LV,6,2021,4,2021-04,18,Wednesday,7,73,10,1539,6,1628,1,0,False,0,0,2,0,34.82538,35.09882,40.69728,35.78811,36.23046,1628
BP10268,LV,6,2021,4,2021-04,18,Tuesday,18,45,3,960,0,1008,1,0,False,0,1,2,0,18.33105,23.07817,33.68916,25.96795,27.28122,1008
BP10269,LV,6,2021,4,2021-04,18,Tuesday,12,49,6,1141,3,1199,1,0,False,0,1,2,0,32.64878,33.14195,38.95724,33.91309,34.38975,1199
BP10270,LV,6,2021,4,2021-04,18,Tuesday,7,55,6,911,1,973,1,0,False,0,0,2,0,30.81942,31.79962,37.71088,32.83118,33.39523,973
BP10271,LV,6,2021,4,2021-04,18,Monday,21,67,5,996,2,1070,1,0,False,0,0,2,0,31.72822,32.57021,38.46423,33.55087,34.1102,1070
BP10272,LV,6,2021,4,2021-04,18,Monday,15,53,9,765,3,830,1,0,False,0,1,2,0,32.9603,33.18148,37.76998,33.83433,34.22256,830
BP10273,LV,6,2021,4,2021-04,18,Monday,13,50,3,801,3,857,1,0,False,0,0,2,0,31.55439,32.1129,37.74665,32.93242,33.4368,857
BP10274,LV,6,2021,4,2021-04,18,Monday,12,35,13,666,7,721,1,0,False,0,0,2,0,34.80581,34.18986,37.64185,34.38825,34.57242,721
BP10275,LV,6,2021,4,2021-04,18,Monday,11,60,6,925,2,993,1,0,False,0,0,2,0,31.89683,32.59642,38.17597,33.49639,34.01114,993
BP10276,LV,6,2021,4,2021-04,18,Monday,10,45,6,832,0,883,1,0,False,0,0,2,0,19.11626,23.58908,33.31182,26.34296,27.56476,883
BP10277,LV,6,2021,4,2021-04,18,Monday,9,50,9,792,3,854,1,0,False,0,0,2,0,32.97025,33.1794,37.84245,33.81959,34.20464,854
BP10278,LV,6,2021,4,2021-04,18,Saturday,20,90,13,1029,5,1137,3,0,False,0,1,4,0,34.65295,34.8568,39.4138,35.54372,35.94818,1137
BP10279,LV,6,2021,4,2021-04,18,Saturday,13,70,4,754,2,830,3,0,False,0,0,4,0,31.28,32.09054,37.5788,33.06915,33.62113,830
BP10280,LV,6,2021,4,2021-04,18,Saturday,8,44,7,718,2,771,3,0,False,0,1,4,0,31.88437,32.28174,37.19789,33.00754,33.43098,771
BP10281,LV,6,2021,4,2021-04,18,Friday,19,30,3,672,0,705,4,0,False,0,0,5,0,18.03452,22.4484,32.31749,25.14471,26.35974,705
BP10282,LV,6,2021,4,2021-04,18,Friday,12,73,6,787,7,873,3,0,False,0,1,4,0,33.98163,34.03457,38.52554,34.63688,35.02838,873
BP10283,LV,6,2021,4,2021-04,18,Friday,7,635,58,4028,72,4793,3,1,False,0,0,5,1,44.06915,43.6987,47.90482,44.27673,44.66202,4793
BP10284,LV,6,2021,4,2021-04,18,Thursday,20,81,14,900,3,998,3,0,False,0,1,4,0,33.77635,34.11733,38.61893,34.86512,35.28048,998
BP10285,LV,6,2021,4,2021-04,18,Thursday,18,72,7,896,2,977,4,0,False,0,1,5,0,32.11869,32.84153,38.21104,33.77146,34.28987,977
BP10286,LV,6,2021,4,2021-04,18,Thursday,16,69,9,732,2,812,3,0,False,0,1,4,0,32.32788,32.86008,37.57551,33.69521,34.15283,812
BP10287,LV,6,2021,4,2021-04,18,Monday,16,57,7,902,4,970,4,1,False,0,0,6,1,33.22154,33.47865,38.47447,34.15314,34.57194,970
BP10288,LV,6,2021,4,2021-04,18,Monday,13,89,8,1141,4,1242,4,1,False,0,0,6,1,33.6428,34.17476,39.54795,35.02354,35.52053,1242
BP10289,LV,6,2021,4,2021-04,18,Monday,10,52,4,787,2,845,3,1,False,0,1,5,1,31.247,31.93582,37.52252,32.82312,33.34054,845
BP10290,LV,6,2021,4,2021-04,18,Sunday,20,76,6,864,7,953,3,0,False,0,0,4,0,34.04776,34.16052,38.84797,34.79404,35.2034,953
BP10291,LV,6,2021,4,2021-04,18,Sunday,13,58,6,771,1,836,3,0,False,0,1,4,0,30.72626,31.65903,37.21476,32.67701,33.22618,836
BP10292,LV,6,2021,4,2021-04,18,Sunday,8,120,8,1350,9,1487,3,0,False,0,0,4,0,35.28897,35.58825,40.81974,36.34777,36.82288,1487
BP10293,LV,6,2021,4,2021-04,18,Saturday,19,116,15,1135,8,1274,2,0,False,0,1,3,0,35.83838,35.89486,40.22347,36.53152,36.91706,1274
BP10294,LV,6,2021,4,2021-04,18,Saturday,12,70,8,929,4,1011,3,0,False,0,1,4,0,33.46218,33.78578,38.71859,34.51228,34.94793,1011
BP10295,LV,6,2021,4,2021-04,18,Saturday,7,60,6,742,2,810,3,0,False,1,0,4,0,31.76005,32.36432,37.47681,33.22318,33.70892,810
BP10296,LV,6,2021,4,2021-04,18,Friday,19,68,4,865,5,942,3,0,False,0,0,4,0,32.89514,33.27135,38.52125,34.02682,34.5007,942
BP10297,LV,6,2021,4,2021-04,18,Friday,11,84,10,883,5,982,4,0,False,0,1,5,0,34.16733,34.36051,38.83893,35.04094,35.44618,982
BP10298,LV,6,2021,4,2021-04,18,Friday,7,99,9,1003,7,1118,3,0,False,0,0,4,0,34.74491,34.92081,39.55634,35.60664,36.0279,1118
BP10299,LV,6,2021,4,2021-04,18,Thursday,19,49,4,608,2,663,2,0,False,0,0,3,0,31.07886,31.6312,36.68501,32.45205,32.92841,663
BP10300,LV,6,2021,4,2021-04,18,Thursday,14,62,5,685,2,754,2,0,False,0,1,3,0,31.48043,32.12376,37.22717,33.00853,33.50805,754
BP10301,LV,6,2021,4,2021-04,18,Thursday,8,59,4,713,3,779,2,0,False,0,1,3,0,31.86952,32.36958,37.51937,33.17808,33.66007,779
BP10302,LV,6,2021,4,2021-04,18,Wednesday,19,80,7,908,14,1009,2,0,False,0,0,3,0,35.63434,35.3257,39.51963,35.75237,36.07812,1009
BP10303,LV,6,2021,4,2021-04,18,Wednesday,11,129,14,1071,37,1251,1,0,False,0,0,2,0,38.89869,38.01672,41.18786,38.19973,38.41094,1251
BP10304,LV,6,2021,4,2021-04,18,Wednesday,7,77,6,882,4,969,3,1,False,1,1,5,1,33.06316,33.50354,38.57917,34.30093,34.77483,969
BP10305,LV,6,2021,4,2021-04,18,Tuesday,20,48,7,712,5,772,4,1,False,0,0,6,1,33.43213,33.38593,37.75297,33.89943,34.24101,772
BP10306,LV,6,2021,4,2021-04,18,Tuesday,17,68,4,835,5,912,3,1,False,1,0,5,1,32.87317,33.23407,38.40895,33.98294,34.45215,912
BP10307,LV,6,2021,4,2021-04,18,Tuesday,10,89,11,835,5,940,1,1,False,0,0,3,1,34.27922,34.44402,38.71215,35.1174,35.51227,940
BP10308,LV,6,2021,4,2021-04,18,Monday,16,45,6,614,2,667,1,1,False,0,0,3,1,31.58917,31.98058,36.71011,32.71076,33.13408,667
BP10309,LV,6,2021,4,2021-04,18,Monday,12,55,8,728,1,792,1,1,False,0,1,3,1,31.06653,31.85652,37.03686,32.79828,33.30092,792
BP10310,LV,6,2021,4,2021-04,18,Monday,8,45,2,648,1,696,1,1,False,0,1,3,1,29.2184,30.28785,36.38979,31.35956,31.96477,696
BP10311,LV,6,2021,4,2021-04,18,Sunday,17,66,12,974,1,1053,1,1,False,0,0,3,1,31.85198,32.71647,38.13159,33.70272,34.22131,1053
BP10312,LV,6,2021,4,2021-04,18,Sunday,13,36,4,566,0,606,1,1,False,0,0,3,1,18.31951,22.65579,31.93399,25.33357,26.52034,606
BP10313,LV,6,2021,4,2021-04,18,Sunday,9,55,6,832,4,897,1,1,False,0,1,3,1,32.95899,33.21397,38.17516,33.88704,34.30735,897
BP10314,LV,6,2021,4,2021-04,18,Saturday,17,67,7,803,3,880,1,1,False,0,1,3,1,32.69396,33.12928,38.04129,33.91193,34.36652,880
BP10315,LV,6,2021,4,2021-04,18,Saturday,13,41,7,695,3,746,1,1,False,0,0,3,1,32.50916,32.6554,37.27913,33.25037,33.62101,746
BP10316,LV,6,2021,4,2021-04,18,Saturday,9,62,7,604,2,675,1,1,False,0,1,3,1,31.84736,32.33081,36.88137,33.13772,33.58454,675
BP10317,LV,6,2021,4,2021-04,18,Saturday,7,18193,595,69971,1038,89797,2,2,False,0,0,5,2,60.35072,60.83013,67.88423,62.24661,63.07549,89797
BP10318,LV,6,2021,4,2021-04,18,Saturday,5,15653,597,57646,822,74718,2,2,False,0,0,5,2,59.29623,59.73451,66.35978,61.10993,61.90091,74718
BP10319,LV,6,2021,4,2021-04,18,Saturday,3,25559,1570,98258,2249,127636,3,3,False,0,0,7,3,66.08751,65.70125,71.4408,66.72993,67.36571,127636
BP10320,LV,6,2021,4,2021-04,18,Friday,17,39,8,659,5,711,1,0,False,0,0,2,0,33.52637,33.30985,37.4022,33.72026,34.01001,711
BP10321,LV,6,2021,4,2021-04,18,Friday,12,54,4,730,5,793,1,0,False,0,0,2,0,32.74437,32.9389,37.83776,33.5859,34.00641,793
BP10322,LV,6,2021,4,2021-04,18,Friday,9,42,5,566,4,617,1,0,False,0,1,2,0,32.43569,32.46194,36.79143,33.00693,33.36199,617
BP10323,LV,6,2021,4,2021-04,18,Friday,6,51,8,722,4,785,1,0,False,0,0,2,0,33.24286,33.30857,37.7171,33.88255,34.24235,785
BP10324,LV,6,2021,4,2021-04,18,Thursday,21,47,4,610,2,663,1,0,False,0,0,2,0,31.07273,31.60736,36.66902,32.41528,32.88659,663
BP10325,LV,6,2021,4,2021-04,18,Thursday,18,43,4,670,0,717,1,0,False,0,0,2,0,18.45399,22.93991,32.55768,25.70423,26.93514,717
BP10326,LV,6,2021,4,2021-04,18,Thursday,14,61,10,609,1,681,1,0,False,0,0,2,0,31.2884,31.97701,36.58075,32.88227,33.35036,681
BP10327,LV,6,2021,4,2021-04,18,Thursday,10,55,5,716,1,777,1,0,False,0,1,2,0,30.43294,31.36683,36.92744,32.3832,32.93532,777
BP10328,LV,6,2021,4,2021-04,18,Thursday,7,54,6,597,2,659,1,0,False,0,1,2,0,31.60791,32.07141,36.73866,32.8559,33.29967,659
BP10329,LV,6,2021,3,2021-03,17,Tuesday,6,63,6,662,3,734,2,1,False,0,1,4,1,32.35858,32.7321,37.37975,33.48413,33.9223,734
BP10330,LV,6,2021,3,2021-03,17,Monday,18,49,8,613,1,671,2,1,False,0,0,4,1,30.94005,31.60426,36.43323,32.47697,32.94227,671
BP10331,LV,6,2021,3,2021-03,17,Monday,10,51,4,596,1,652,2,1,False,0,1,4,1,30.02421,30.91472,36.28879,31.90838,32.45052,652
BP10332,LV,6,2021,3,2021-03,17,Monday,6,52,6,604,2,664,2,1,False,0,1,4,1,31.60744,32.05829,36.75032,32.83247,33.2727,664
BP10333,LV,6,2021,3,2021-03,17,Sunday,10,51,6,575,1,633,2,1,False,0,1,4,1,30.52382,31.27335,36.22799,32.19573,32.69019,633
BP10334,LV,6,2021,3,2021-03,17,Sunday,6,51,9,664,2,726,2,1,False,0,0,4,1,32.20847,32.55726,37.07917,33.27391,33.67823,726
BP10335,LV,6,2021,3,2021-03,17,Saturday,17,61,7,795,6,869,3,0,False,0,0,4,0,33.87412,33.88427,38.36263,34.44614,34.81436,869
BP10336,LV,6,2021,3,2021-03,17,Saturday,10,62,6,655,2,725,2,0,False,0,0,3,0,31.69088,32.25785,37.11081,33.1049,33.57901,725
BP10337,LV,6,2021,3,2021-03,17,Friday,17,55,6,609,7,677,3,0,False,0,0,4,0,33.7692,33.57949,37.54741,34.03996,34.35999,677
BP10338,LV,6,2021,3,2021-03,17,Friday,10,72,13,753,6,844,3,0,False,0,1,4,0,34.73874,34.59534,38.37956,35.09549,35.40768,844
BP10339,LV,6,2021,3,2021-03,17,Thursday,10,98,16,860,8,982,3,0,False,0,1,4,0,35.722,35.54733,39.21647,36.05873,36.37456,982
BP10340,LV,6,2021,3,2021-03,17,Wednesday,19,70,11,620,4,705,4,0,False,0,1,5,0,33.65771,33.70091,37.49091,34.29755,34.6438,705
BP10341,LV,6,2021,3,2021-03,17,Wednesday,15,37,3,528,3,571,2,1,False,0,0,4,1,31.24587,31.49352,36.27878,32.14128,32.55346,571
BP10342,LV,6,2021,3,2021-03,17,Tuesday,8,61,17,708,5,791,2,1,False,0,1,4,1,34.73635,34.49398,38.00374,34.92838,35.19676,791
BP10343,LV,6,2021,3,2021-03,17,Tuesday,8,2318,60,5999,67,8444,3,1,False,0,1,5,1,44.63644,45.41105,50.63914,46.73169,47.44294,8444
BP10344,LV,6,2021,3,2021-03,17,Saturday,10,5212,110,20149,229,25700,2,1,False,0,0,4,1,50.31116,51.15831,58.0379,52.59575,53.422,25700
BP10345,LV,6,2021,3,2021-03,17,Saturday,9,269,14,2456,17,2756,4,0,False,0,0,5,0,37.93924,38.37388,44.01583,39.27036,39.816,2756
BP10346,LV,6,2021,3,2021-03,17,Saturday,9,320,15,2062,11,2408,4,0,False,0,0,5,0,37.08405,37.78166,43.23208,38.83538,39.42765,2408
BP10347,LV,6,2021,3,2021-03,17,Friday,18,62,7,689,3,761,2,0,False,0,1,3,0,32.58462,32.91777,37.51196,33.64615,34.07029,761
BP10348,LV,6,2021,3,2021-03,17,Friday,17,55,4,614,0,673,2,0,False,0,1,3,0,18.44936,23.01164,32.44344,25.84017,27.0923,673
BP10349,LV,6,2021,3,2021-03,17,Friday,11,114,4,883,5,1006,6,0,False,0,1,7,0,33.01615,33.65662,38.93494,34.59679,35.14657,1006
BP10350,LV,6,2021,3,2021-03,17,Thursday,22,92,7,693,6,798,3,0,False,0,1,4,0,33.87437,34.02491,38.20423,34.70246,35.10988,798
BP10351,LV,6,2021,3,2021-03,17,Wednesday,20,79,7,838,11,935,2,1,False,0,1,4,1,35.10225,34.90225,39.09066,35.38405,35.72618,935
BP10352,LV,6,2021,3,2021-03,17,Wednesday,17,67,7,668,5,747,2,1,False,0,0,4,1,33.45951,33.54229,37.76778,34.15464,34.53271,747
BP10353,LV,6,2021,3,2021-03,17,Wednesday,14,33,2,529,0,564,4,1,False,0,0,6,1,17.43189,21.90353,31.60148,24.64585,25.88209,564
BP10354,LV,6,2021,3,2021-03,17,Wednesday,11,113,12,1110,4,1239,2,1,False,0,1,4,1,34.24389,34.74582,39.67305,35.60343,36.08396,1239
BP10355,LV,6,2021,3,2021-03,17,Wednesday,8,45,8,576,1,630,2,1,False,0,0,4,1,30.88653,31.48602,36.19082,32.32004,32.76634,630
BP10356,LV,6,2021,3,2021-03,17,Tuesday,20,111,12,1132,10,1265,2,1,False,0,1,4,1,35.92781,35.9064,40.30022,36.50093,36.88106,1265
BP10357,LV,6,2021,3,2021-03,17,Tuesday,17,63,8,791,4,866,3,2,False,0,0,6,2,33.34069,33.54422,38.13791,34.20501,34.60501,866
BP10358,LV,6,2021,3,2021-03,17,Tuesday,14,75,5,680,3,763,2,1,False,0,0,4,1,32.17265,32.69849,37.55448,33.54413,34.02934,763
BP10359,LV,6,2021,3,2021-03,17,Tuesday,11,91,11,1087,2,1191,3,1,False,1,1,5,1,32.91433,33.68583,39.05119,34.65589,35.18137,1191
BP10360,LV,6,2021,3,2021-03,17,Tuesday,8,58,8,608,4,678,2,1,False,0,1,4,1,33.16451,33.21779,37.26862,33.80298,34.15794,678
BP10361,LV,6,2021,3,2021-03,17,Monday,16,38546,619,160515,536,200216,3,2,False,1,1,6,2,59.51659,62.07412,73.00343,64.64042,66.01062,200216
