public_post_id,brand,brand_id,year,month,year_month,month_index,weekday,hour,retweet_count,reply_count,like_count,quote_count,engagement_total,hashtag_count,mention_count,is_retweet,Entertainment,Trendiness,Interaction,Customization,entropy_ce_score,critic_ce_score,cilos_score,idocriw_score,merec_score,additive_engagement_score
BP00274,Chanel,3,2022,2,2022-02,28,Thursday,14,91,11,469,5,576,3,0,False,0,0,4,0,33.93826,33.87319,36.96041,34.45048,34.7752,576
BP00275,Chanel,3,2022,2,2022-02,28,Thursday,10,6830,285,14869,187,22171,3,0,False,0,0,4,0,51.47488,52.07097,56.91752,53.43617,54.14441,22171
BP00276,Chanel,3,2022,2,2022-02,28,Tuesday,17,878,64,3635,102,4679,1,0,False,0,0,2,0,45.13549,44.60318,48.11418,45.1475,45.50914,4679
BP00277,Chanel,3,2022,2,2022-02,28,Monday,14,4266,223,12894,70,17453,1,0,False,0,0,2,0,48.08867,49.13861,54.81158,50.65585,51.4234,17453
BP00278,Chanel,3,2022,2,2022-02,28,Monday,10,192,20,1061,13,1286,3,0,False,0,0,4,0,37.28232,37.17569,40.72768,37.78737,38.1476,1286
BP00279,Chanel,3,2022,2,2022-02,28,Monday,8,6761,409,17635,151,24956,3,0,False,0,0,4,0,51.82484,52.51209,57.56119,53.91059,54.61888,24956
BP00280,Chanel,3,2022,2,2022-02,28,Tuesday,17,98,29,368,7,502,2,0,False,0,0,3,0,35.89035,35.22097,36.64975,35.50569,35.65382,502
BP00281,Chanel,3,2022,2,2022-02,28,Tuesday,17,164,25,1079,9,1277,3,0,False,0,0,4,0,36.8851,36.84143,40.45232,37.46469,37.81724,1277
BP00282,Chanel,3,2022,2,2022-02,28,Tuesday,14,134,12,935,11,1092,3,0,False,0,0,4,0,36.03248,35.9651,39.87291,36.56279,36.93371,1092
BP00283,Chanel,3,2022,2,2022-02,28,Tuesday,10,290,37,1984,35,2346,3,0,False,0,0,4,0,40.88389,40.40273,43.98533,40.85315,41.16024,2346
BP00284,Chanel,3,2022,1,2022-01,27,Monday,17,7140,508,19563,161,27372,3,0,False,0,0,4,0,52.60516,53.23167,58.21535,54.60334,55.29396,27372
BP00285,Chanel,3,2022,1,2022-01,27,Monday,14,40,3,303,3,349,3,0,False,0,0,4,0,30.94593,31.00901,34.71769,31.5868,31.94219,349
BP00286,Chanel,3,2022,1,2022-01,27,Monday,10,56,4,388,1,449,3,0,False,0,0,4,0,29.79376,30.55425,35.07597,31.50388,32.00567,449
BP00287,Chanel,3,2022,1,2022-01,27,Sunday,13,86,22,382,5,495,1,0,False,0,0,2,0,34.83848,34.41472,36.41907,34.80886,35.0155,495
BP00288,Chanel,3,2022,1,2022-01,27,Saturday,15,86,8,547,1,642,1,0,False,0,0,2,0,30.98581,31.87047,36.45241,32.9124,33.44005,642
BP00289,Chanel,3,2022,1,2022-01,27,Saturday,15,83,8,597,4,692,1,0,False,0,0,2,0,33.22643,33.44399,37.4472,34.14766,34.54957,692
BP00290,Chanel,3,2022,1,2022-01,27,Saturday,14,112,9,512,10,643,1,0,False,0,1,2,0,35.03644,34.7783,37.77805,35.28017,35.59188,643
BP00291,Chanel,3,2022,1,2022-01,27,Saturday,13,98,6,588,2,694,3,0,False,0,0,4,0,31.72067,32.46542,37.08434,33.45088,33.97515,694
BP00292,Chanel,3,2022,1,2022-01,27,Saturday,10,80,22,529,3,634,1,0,False,0,0,2,0,34.1326,34.07796,37.02603,34.63974,34.92858,634
BP00293,Chanel,3,2022,1,2022-01,27,Friday,19,76,6,462,6,550,3,0,False,0,0,4,0,33.38968,33.32893,36.83127,33.89349,34.24014,550
BP00294,Chanel,3,2022,1,2022-01,27,Friday,18,80,4,436,8,528,1,0,False,0,0,2,0,33.37773,33.27885,36.82949,33.83331,34.1913,528
BP00295,Chanel,3,2022,1,2022-01,27,Friday,18,70,3,332,5,410,1,0,False,0,0,2,0,31.98414,32.06758,35.62973,32.70776,33.09552,410
BP00296,Chanel,3,2022,1,2022-01,27,Friday,17,57,3,312,1,373,1,0,False,0,0,2,0,29.32199,30.09187,34.43419,31.05496,31.5627,373
BP00297,Chanel,3,2022,1,2022-01,27,Friday,17,76,2,387,8,473,1,0,False,0,0,2,0,32.4678,32.49809,36.37228,33.11809,33.52344,473
BP00298,Chanel,3,2022,1,2022-01,27,Friday,16,69,5,352,2,428,1,0,False,0,0,2,0,31.11495,31.53945,35.3181,32.34397,32.77599,428
BP00299,Chanel,3,2022,1,2022-01,27,Friday,10,77,6,478,3,564,1,0,False,0,0,2,0,32.20684,32.54247,36.52687,33.30483,33.72976,564
BP00300,Chanel,3,2022,1,2022-01,27,Friday,9,72,3,394,1,470,1,0,False,0,0,2,0,29.499,30.47041,35.25001,31.55116,32.11826,470
BP00301,Chanel,3,2022,1,2022-01,27,Thursday,19,67,5,486,6,564,1,0,False,0,0,2,0,33.15578,33.1123,36.87645,33.6723,34.02745,564
BP00302,Chanel,3,2022,1,2022-01,27,Thursday,18,52,4,302,7,365,1,0,False,0,0,2,0,32.83633,32.46731,35.41445,32.85373,33.1244,365
BP00303,Chanel,3,2022,1,2022-01,27,Thursday,17,46,1,245,8,300,1,0,False,0,0,2,0,31.35457,31.15877,34.69881,31.63121,31.97891,300
BP00304,Chanel,3,2022,1,2022-01,27,Thursday,17,74,6,383,7,470,1,0,False,0,0,2,0,33.55983,33.32344,36.36419,33.80281,34.10613,470
BP00305,Chanel,3,2022,1,2022-01,27,Thursday,15,67,2,353,3,425,1,0,False,0,0,2,0,30.65363,31.12967,35.42985,31.96125,32.44246,425
BP00306,Chanel,3,2022,1,2022-01,27,Thursday,14,67,4,435,2,508,1,0,False,0,1,2,0,30.94517,31.50759,35.88411,32.37339,32.85022,508
BP00307,Chanel,3,2022,1,2022-01,27,Thursday,11,52,2,351,4,409,1,0,False,0,0,2,0,31.08758,31.29006,35.41868,31.96051,32.37767,409
BP00308,Chanel,3,2022,1,2022-01,27,Thursday,9,84,6,491,4,585,1,0,False,0,0,2,0,32.72797,32.96471,36.83171,33.68605,34.09722,585
BP00309,Chanel,3,2022,1,2022-01,27,Wednesday,19,82,7,593,6,688,3,0,False,0,0,4,0,33.75669,33.78523,37.64825,34.39444,34.76573,688
BP00310,Chanel,3,2022,1,2022-01,27,Wednesday,18,53,2,389,2,446,3,0,False,0,0,4,0,30.00332,30.61253,35.33221,31.48469,31.98531,446
BP00311,Chanel,3,2022,1,2022-01,27,Wednesday,17,63,7,460,6,536,1,0,False,0,0,2,0,33.55416,33.35208,36.71487,33.82665,34.13001,536
BP00312,Chanel,3,2022,1,2022-01,27,Wednesday,14,126,24,555,23,728,1,0,False,0,0,2,0,38.25418,37.20891,38.81897,37.32357,37.44097,728
BP00313,Chanel,3,2022,1,2022-01,27,Wednesday,13,63,7,409,4,483,2,0,False,0,0,3,0,32.76927,32.74441,36.12484,33.31035,33.64249,483
BP00314,Chanel,3,2022,1,2022-01,27,Wednesday,10,126,28,657,31,842,1,0,False,0,0,2,0,39.25169,38.0136,39.57997,38.0266,38.10596,842
BP00315,Chanel,3,2022,1,2022-01,27,Tuesday,22,57,6,265,8,336,1,0,False,0,0,2,0,33.55362,32.97396,35.24389,33.2657,33.47548,336
BP00316,Chanel,3,2022,1,2022-01,27,Tuesday,20,45,4,217,2,268,1,0,False,0,0,2,0,30.48536,30.59667,33.68246,31.21655,31.55938,268
BP00317,Chanel,3,2022,1,2022-01,27,Tuesday,19,83,11,317,14,425,1,0,False,0,0,2,0,35.64772,34.77457,36.43856,34.95021,35.09813,425
BP00318,Chanel,3,2022,1,2022-01,27,Tuesday,19,34,8,200,2,244,1,0,False,1,0,2,0,31.29664,31.03356,33.378,31.43905,31.66187,244
BP00319,Chanel,3,2022,1,2022-01,27,Tuesday,18,160,22,673,22,877,2,0,False,0,0,3,0,38.19162,37.41443,39.53311,37.68414,37.8788,877
BP00320,Chanel,3,2022,1,2022-01,27,Tuesday,12,53,3,310,2,368,1,0,False,1,0,2,0,30.35467,30.76016,34.73052,31.53485,31.96911,368
BP00321,Chanel,3,2022,1,2022-01,27,Monday,17,71,9,372,3,455,1,0,False,1,0,2,0,32.59527,32.65936,35.79325,33.28272,33.62069,455
BP00322,Chanel,3,2022,1,2022-01,27,Monday,13,45,5,299,2,351,1,0,False,1,0,2,0,30.94041,31.10271,34.58596,31.73887,32.09463,351
BP00323,Chanel,3,2022,1,2022-01,27,Monday,9,62,5,376,3,446,1,0,False,1,0,2,0,31.78838,31.98222,35.6633,32.65944,33.04523,446
BP00324,Chanel,3,2022,1,2022-01,27,Sunday,17,73,11,573,5,662,1,0,False,1,0,2,0,34.00977,33.91854,37.4125,34.45467,34.77334,662
BP00325,Chanel,3,2022,1,2022-01,27,Sunday,13,75,9,586,3,673,1,0,False,1,0,2,0,32.86895,33.14241,37.17099,33.86339,34.26462,673
BP00326,Chanel,3,2022,1,2022-01,27,Sunday,9,63,5,410,1,479,1,0,False,1,0,2,0,30.13187,30.9009,35.33728,31.86385,32.36467,479
BP00327,Chanel,3,2022,1,2022-01,27,Saturday,17,52,7,360,1,420,2,0,False,0,0,3,0,30.4631,30.98405,34.88106,31.80621,32.22908,420
BP00328,Chanel,3,2022,1,2022-01,27,Saturday,17,61,5,322,5,393,1,0,False,0,0,2,0,32.57683,32.42868,35.513,32.93801,33.25062,393
BP00329,Chanel,3,2022,1,2022-01,27,Saturday,11,58,3,409,6,476,1,0,False,0,1,2,0,32.3905,32.36405,36.21825,32.92531,33.29269,476
BP00330,Chanel,3,2022,1,2022-01,27,Wednesday,13,66,9,388,1,464,1,0,False,0,0,2,0,30.89552,31.47469,35.28034,32.34607,32.78154,464
BP00331,Chanel,3,2022,1,2022-01,27,Wednesday,9,73,3,403,3,482,1,0,False,0,0,2,0,31.22325,31.67671,35.91086,32.50034,32.96958,482
BP00332,Chanel,3,2022,1,2022-01,27,Tuesday,13,55,9,444,5,513,1,0,False,0,0,2,0,33.52251,33.26157,36.44323,33.69299,33.96497,513
BP00333,Chanel,3,2022,1,2022-01,27,Tuesday,10,67,5,355,1,428,1,0,False,0,0,2,0,30.06316,30.80493,34.96256,31.76424,32.25625,428
BP00334,Chanel,3,2022,1,2022-01,27,Sunday,14,88,27,526,6,647,2,0,False,0,0,3,0,35.67581,35.21148,37.51611,35.57798,35.7806,647
BP00335,Chanel,3,2022,1,2022-01,27,Sunday,10,2579,434,6447,70,9530,3,0,False,1,0,4,0,48.7799,48.68574,51.44327,49.57218,49.98534,9530
BP00336,Chanel,3,2022,1,2022-01,27,Saturday,8,81,9,387,4,481,2,0,False,0,0,3,0,33.13214,33.12339,36.16138,33.72288,34.05464,481
BP00337,Chanel,3,2022,1,2022-01,27,Friday,11,124,49,551,13,737,1,0,False,0,0,2,0,38.23383,37.26328,38.48818,37.40895,37.4971,737
BP00338,Chanel,3,2022,1,2022-01,27,Saturday,5,143,61,874,21,1099,4,0,False,0,0,5,0,39.91386,38.81195,40.39485,38.89328,38.9713,1099
BP00339,Chanel,3,2021,12,2021-12,26,Saturday,10,177,37,924,10,1148,3,0,False,0,0,4,0,37.63927,37.35143,40.13263,37.86378,38.14261,1148
BP00340,Chanel,3,2021,12,2021-12,26,Friday,14,138,45,693,9,885,3,0,False,0,0,4,0,37.53082,36.97089,39.00488,37.32691,37.51518,885
BP00341,Chanel,3,2021,12,2021-12,26,Friday,10,129,27,712,12,880,3,0,False,0,0,4,0,37.25296,36.69783,39.15556,37.05143,37.26906,880
BP00342,Chanel,3,2021,12,2021-12,26,Thursday,17,89,8,394,9,500,2,0,False,0,0,3,0,34.47242,34.09647,36.76669,34.52304,34.79532,500
BP00343,Chanel,3,2021,12,2021-12,26,Thursday,14,107,12,582,8,709,3,0,False,0,0,4,0,35.08231,34.88823,38.0236,35.41199,35.72497,709
BP00344,Chanel,3,2021,12,2021-12,26,Thursday,10,60,3,356,1,420,5,0,False,0,0,6,0,29.40524,30.2501,34.8404,31.2522,31.78233,420
BP00345,Chanel,3,2021,12,2021-12,26,Wednesday,15,110,23,696,11,840,1,0,False,1,0,2,0,36.78079,36.24889,38.89141,36.59852,36.82096,840
BP00346,Chanel,3,2021,12,2021-12,26,Wednesday,9,64,5,318,8,395,1,0,False,1,0,2,0,33.43846,33.04005,35.80355,33.42986,33.69601,395
