brand,brand_id,year,month,year_month,month_index,post_count,retweet_count_sum,retweet_count_mean,retweet_count_median,reply_count_sum,reply_count_mean,reply_count_median,like_count_sum,like_count_mean,like_count_median,quote_count_sum,quote_count_mean,quote_count_median,engagement_total_sum,engagement_total_mean,engagement_total_median,hashtag_count_sum,hashtag_count_mean,mention_count_sum,mention_count_mean,Entertainment_sum,Trendiness_sum,Interaction_sum,Customization_sum,entropy_ce_score_sum,entropy_ce_score_mean,entropy_ce_score_median,critic_ce_score_sum,critic_ce_score_mean,critic_ce_score_median,cilos_score_mean,idocriw_score_mean,merec_score_mean,additive_engagement_score_mean
Burberry,2,2017,8,2017-08,0,66,3290,49.84848484848485,33.0,1279,19.37878787878788,2.0,18060,273.6363636363636,148.5,479,7.257575757575758,1.0,23108,350.1212121212121,192.5,51,0.7727272727272727,68,1.0303030303030303,1,4,185,68,1596.65713,24.1917746969697,27.394785,1707.06882,25.86467909090909,27.68348,31.676213181818184,27.263588181818182,28.000454545454545,350.1212121212121
Burberry,2,2017,9,2017-09,0,188,34933,185.81382978723406,27.0,1963,10.441489361702128,1.0,82363,438.1010638297872,125.5,3055,16.25,2.0,122314,650.6063829787234,156.0,243,1.2925531914893618,198,1.053191489361702,2,5,629,198,4678.58681,24.886100053191488,27.827545,4949.81132,26.328783617021276,27.907935000000002,31.906987393617023,27.619779414893618,28.322212127659576,650.6063829787234
Burberry,2,2017,10,2017-10,0,139,8038,57.827338129496404,25.0,1069,7.690647482014389,1.0,21980,158.1294964028777,104.0,416,2.9928057553956835,1.0,31503,226.64028776978418,132.0,66,0.4748201438848921,227,1.6330935251798562,1,8,432,227,3056.25903,21.987475035971226,20.00503,3324.63479,23.918235899280575,21.98891,29.973543884892088,25.43185179856115,26.223373381294966,226.64028776978418
Burberry,2,2017,11,2017-11,0,127,13511,106.38582677165354,25.0,2135,16.811023622047244,2.0,32401,255.1259842519685,119.0,1054,8.299212598425196,1.0,49101,386.62204724409446,145.0,70,0.5511811023622047,161,1.2677165354330708,4,9,358,161,3094.46512,24.365867086614173,27.91011,3288.40244,25.892932598425194,27.76557,31.266101417322833,27.216575748031495,27.90793346456693,386.62204724409446
Burberry,2,2017,12,2017-12,0,96,22335,232.65625,27.5,3384,35.25,2.0,38834,404.5208333333333,132.0,1121,11.677083333333334,2.0,65674,684.1041666666666,162.5,79,0.8229166666666666,104,1.0833333333333333,1,8,279,104,2594.54635,27.026524479166667,28.61411,2711.65933,28.246451354166666,28.675925,33.08476947916667,29.449993333333335,30.0771765625,684.1041666666666
Burberry,2,2018,1,2018-01,0,97,13854,142.82474226804123,22.0,2417,24.917525773195877,1.0,27693,285.49484536082474,136.0,661,6.814432989690721,1.0,44625,460.0515463917526,157.0,80,0.8247422680412371,74,0.7628865979381443,1,3,251,74,2410.95957,24.85525329896907,27.41646,2552.38782,26.31327649484536,27.59617,31.633239896907217,27.60059907216495,28.273545670103093,460.0515463917526
Burberry,2,2018,2,2018-02,0,142,16553,116.57042253521126,28.5,1979,13.93661971830986,2.0,81050,570.7746478873239,162.0,3323,23.401408450704224,2.0,102905,724.6830985915493,184.5,206,1.4507042253521127,172,1.2112676056338028,1,5,520,172,3784.06092,26.648316338028167,28.565694999999998,3942.61877,27.764920915492958,28.607844999999998,33.0153488028169,28.886770492957744,29.50892471830986,724.6830985915493
Burberry,2,2018,3,2018-03,0,92,9345,101.57608695652173,22.5,419,4.554347826086956,2.0,24916,270.82608695652175,138.5,603,6.554347826086956,1.0,35283,383.5108695652174,167.0,101,1.0978260869565217,79,0.8586956521739131,0,10,272,79,2393.27962,26.013908913043476,28.429949999999998,2494.77277,27.117095326086957,28.28059,31.955463478260867,28.214043369565214,28.796641195652175,383.5108695652174
Burberry,2,2018,4,2018-04,0,49,1362,27.79591836734694,24.0,77,1.5714285714285714,1.0,7723,157.6122448979592,152.0,111,2.2653061224489797,1.0,9273,189.24489795918367,180.0,49,1.0,48,0.9795918367346939,1,5,146,48,1154.62195,23.56371326530612,27.40925,1227.1062,25.042983673469386,27.7148,30.919101020408164,26.312320816326533,27.015285918367347,189.24489795918367
Burberry,2,2018,5,2018-05,0,38,5264,138.52631578947367,29.0,897,23.605263157894736,2.0,12668,333.36842105263156,182.0,405,10.657894736842104,2.0,19234,506.1578947368421,217.5,50,1.3157894736842106,26,0.6842105263157895,0,8,114,26,1088.84378,28.653783684210524,29.32383,1111.63321,29.253505526315788,29.430239999999998,33.26053736842105,30.11143447368421,30.573658947368425,506.1578947368421
Burberry,2,2018,6,2018-06,0,43,3028,70.4186046511628,22.0,265,6.162790697674419,2.0,9565,222.4418604651163,144.0,178,4.1395348837209305,1.0,13036,303.16279069767444,170.0,42,0.9767441860465116,13,0.3023255813953488,0,5,98,13,1037.47179,24.12725093023256,27.70131,1104.31955,25.681849999999997,28.07376,30.92615813953488,26.98289953488372,27.629857209302326,303.16279069767444
Burberry,2,2018,7,2018-07,0,37,1119,30.243243243243242,27.0,302,8.162162162162161,3.0,6788,183.45945945945945,165.0,132,3.5675675675675675,3.0,8341,225.43243243243242,198.0,26,0.7027027027027027,19,0.5135135135135135,0,6,82,19,1078.4869899999999,29.148297027027024,30.75406,1083.61546,29.286904324324325,30.36457,32.5284227027027,29.883367567567568,30.219672972972973,225.43243243243242
Burberry,2,2018,8,2018-08,0,25,1773,70.92,37.0,191,7.64,3.0,9129,365.16,279.0,340,13.6,4.0,11433,457.32,324.0,20,0.8,11,0.44,0,9,56,11,771.58297,30.863318800000002,30.53529,774.27902,30.971160799999996,30.53981,34.756241599999996,31.5876008,31.970964400000003,457.32
Burberry,2,2018,9,2018-09,0,97,5002,51.56701030927835,25.0,414,4.268041237113402,2.0,31848,328.3298969072165,166.0,701,7.22680412371134,4.0,37965,391.3917525773196,197.0,179,1.8453608247422681,22,0.2268041237113402,0,3,298,22,2792.07493,28.784277628865983,30.05419,2814.30878,29.013492577319585,29.85788,33.42237742268041,29.66795402061856,30.112468453608248,391.3917525773196
Burberry,2,2018,10,2018-10,0,57,1742,30.56140350877193,25.0,150,2.6315789473684212,2.0,10626,186.42105263157896,152.0,177,3.1052631578947367,2.0,12695,222.71929824561403,182.0,76,1.3333333333333333,30,0.5263157894736842,0,8,163,30,1595.28739,27.987498070175437,29.57758,1614.45649,28.32379807017544,29.37963,32.269378245614035,29.01665543859649,29.431740701754386,222.71929824561403
Burberry,2,2018,11,2018-11,0,69,1924,27.884057971014492,20.0,152,2.2028985507246377,2.0,10685,154.85507246376812,130.0,224,3.246376811594203,2.0,12985,188.18840579710144,158.0,94,1.3623188405797102,58,0.8405797101449275,7,16,221,58,1802.4688899999999,26.12273753623188,28.56832,1852.20957,26.84361695652174,28.53066,31.33273347826087,27.723004057971014,28.22549304347826,188.18840579710144
Burberry,2,2018,12,2018-12,0,55,1934,35.163636363636364,21.0,140,2.5454545454545454,1.0,13134,238.8,128.0,157,2.8545454545454545,2.0,15365,279.3636363636364,149.0,134,2.4363636363636365,47,0.8545454545454545,3,9,236,47,1345.82891,24.469616545454546,28.24576,1406.994,25.58170909090909,28.24148,30.70116618181818,26.659998727272725,27.263048,279.3636363636364
Burberry,2,2019,1,2019-01,0,59,1423,24.11864406779661,21.0,120,2.0338983050847457,1.0,9478,160.64406779661016,134.0,109,1.847457627118644,1.0,11130,188.64406779661016,157.0,176,2.983050847457627,40,0.6779661016949152,0,11,275,40,1371.86784,23.25199728813559,27.41827,1461.7415,24.77527966101695,27.65056,30.57872474576271,26.04632271186441,26.72927593220339,188.64406779661016
Burberry,2,2019,2,2019-02,0,73,1893,25.931506849315067,19.0,260,3.5616438356164384,2.0,11836,162.13698630136986,114.0,175,2.3972602739726026,1.0,14164,194.02739726027397,139.0,202,2.767123287671233,34,0.4657534246575342,2,3,309,34,1734.40099,23.75891767123288,26.98036,1835.23529,25.140209452054794,26.69056,30.51639575342466,26.34480671232877,26.985404246575342,194.02739726027397
Burberry,2,2019,3,2019-03,0,50,1215,24.3,22.5,65,1.3,1.0,7443,148.86,154.0,81,1.62,1.0,8804,176.08,179.5,166,3.32,23,0.46,0,17,239,23,1092.26894,21.8453788,20.85434,1192.68085,23.853617,22.795875000000002,30.2490652,25.3800042,26.173297400000003,176.08
Burberry,2,2019,4,2019-04,0,41,890,21.70731707317073,19.0,50,1.2195121951219512,1.0,5542,135.17073170731706,126.0,53,1.2926829268292683,1.0,6535,159.390243902439,150.0,144,3.5121951219512195,11,0.2682926829268293,0,10,196,11,913.28199,22.27517048780488,20.27425,985.86162,24.045405365853657,22.53081,30.072944146341463,25.44575731707317,26.18308512195122,159.390243902439
Burberry,2,2019,5,2019-05,0,71,11875,167.25352112676057,27.0,201,2.8309859154929575,1.0,19759,278.2957746478873,159.0,384,5.408450704225352,2.0,32219,453.7887323943662,191.0,182,2.563380281690141,38,0.5352112676056338,2,18,291,38,1693.1497,23.847178873239436,27.80518,1804.91698,25.421365915492956,28.35282,31.35962704225352,26.755978309859156,27.484558450704224,453.7887323943662
Burberry,2,2019,6,2019-06,0,54,1087,20.12962962962963,17.0,77,1.4259259259259258,1.0,6865,127.12962962962963,121.5,92,1.7037037037037037,1.0,8121,150.38888888888889,139.5,119,2.2037037037037037,13,0.24074074074074073,0,26,186,13,1210.8711,22.42353888888889,20.371940000000002,1298.41161,24.044659444444445,22.32526,29.98706222222222,25.364211296296297,26.076670000000004,150.38888888888889
Burberry,2,2019,7,2019-07,0,37,753,20.35135135135135,18.0,60,1.6216216216216217,1.0,4838,130.75675675675674,117.0,93,2.5135135135135136,1.0,5744,155.24324324324326,143.0,97,2.6216216216216215,3,0.08108108108108109,0,13,137,3,843.9205,22.80866216216216,27.13654,900.21192,24.33005189189189,27.08114,30.0650472972973,25.59852135135135,26.2822572972973,155.24324324324326
Burberry,2,2019,8,2019-08,0,33,939,28.454545454545453,28.0,77,2.3333333333333335,3.0,5568,168.72727272727272,147.0,105,3.1818181818181817,2.0,6689,202.6969696969697,177.0,93,2.8181818181818183,11,0.3333333333333333,1,14,137,11,880.08543,26.669255454545453,28.98557,903.6853600000001,27.38440484848485,28.97973,31.75112181818182,28.273135454545454,28.77117727272727,202.6969696969697
Burberry,2,2019,9,2019-09,0,84,33005,392.9166666666667,26.0,2295,27.321428571428573,2.5,65987,785.5595238095239,127.5,3582,42.642857142857146,2.0,104869,1248.4404761904761,156.5,305,3.630952380952381,26,0.30952380952380953,3,23,415,26,2330.96243,27.74955273809524,29.396105,2393.94724,28.499371904761905,29.285135,32.75022380952381,29.435356666666664,29.94287035714286,1248.4404761904761
Burberry,2,2019,10,2019-10,0,33,811,24.575757575757574,22.0,43,1.303030303030303,1.0,3779,114.51515151515152,96.0,95,2.878787878787879,2.0,4728,143.27272727272728,116.0,75,2.272727272727273,10,0.30303030303030304,1,12,118,10,798.15225,24.186431818181816,27.85328,833.81217,25.267035454545457,27.73773,30.202355454545454,26.333068181818184,26.929986363636367,143.27272727272728
Burberry,2,2019,11,2019-11,1,36,1738,48.27777777777778,36.5,89,2.4722222222222223,2.0,5010,139.16666666666666,131.0,133,3.6944444444444446,2.0,6970,193.61111111111111,176.0,80,2.2222222222222223,18,0.5,5,13,134,18,960.00701,26.66686138888889,28.976625,987.76624,27.43795111111111,28.9657,30.970172222222224,28.396989722222223,28.887835555555554,193.61111111111111
Burberry,2,2019,12,2019-12,2,35,1103,31.514285714285716,31.0,56,1.6,1.0,4144,118.4,109.0,51,1.457142857142857,1.0,5354,152.97142857142856,146.0,72,2.057142857142857,18,0.5142857142857142,1,13,125,18,765.16103,21.861743714285712,21.36068,835.87728,23.882208000000002,23.35121,29.771313142857142,25.44554685714286,26.238643142857143,152.97142857142856
Burberry,2,2020,1,2020-01,3,25,652,26.08,22.0,59,2.36,2.0,3441,137.64,109.0,52,2.08,1.0,4204,168.16,135.0,33,1.32,3,0.12,0,6,61,3,640.44602,25.6178408,28.40152,663.68566,26.5474264,28.1914,30.719958000000002,27.5360412,28.043426800000002,168.16
Burberry,2,2020,2,2020-02,4,65,3512,54.03076923076923,24.0,347,5.338461538461538,2.0,21625,332.6923076923077,119.0,262,4.030769230769231,2.0,25746,396.0923076923077,145.0,202,3.1076923076923078,24,0.36923076923076925,3,13,291,24,1674.11975,25.755688461538462,28.39689,1744.78532,26.842851076923075,28.1137,31.79580969230769,27.935117076923078,28.53292753846154,396.0923076923077
Burberry,2,2020,3,2020-03,5,21,3740,178.0952380952381,33.0,181,8.619047619047619,2.0,8454,402.57142857142856,137.0,240,11.428571428571429,2.0,12615,600.7142857142857,173.0,40,1.9047619047619047,5,0.23809523809523808,0,9,66,5,592.48822,28.21372476190476,29.67658,604.19455,28.77116904761905,29.943,32.77822333333333,29.627300476190477,30.11626,600.7142857142857
Burberry,2,2020,4,2020-04,6,6,339,56.5,31.5,20,3.3333333333333335,2.5,1731,288.5,122.5,15,2.5,1.0,2105,350.8333333333333,154.5,10,1.6666666666666667,1,0.16666666666666666,0,0,17,1,158.70695999999998,26.451159999999998,28.277475,165.16915,27.528191666666668,28.277745,32.12775666666666,28.633288333333336,29.214043333333333,350.8333333333333
Burberry,2,2020,5,2020-05,7,11,328,29.818181818181817,26.0,22,2.0,1.0,1768,160.72727272727272,85.0,26,2.3636363636363638,1.0,2144,194.9090909090909,111.0,11,1.0,0,0.0,0,2,22,0,246.1709,22.379172727272728,27.15803,263.1357,23.92142727272727,27.23048,28.582009090909093,25.243353636363636,25.90890181818182,194.9090909090909
Burberry,2,2020,6,2020-06,8,15,787,52.46666666666667,36.0,97,6.466666666666667,4.0,4450,296.6666666666667,141.0,73,4.866666666666666,2.0,5407,360.46666666666664,178.0,23,1.5333333333333334,8,0.5333333333333333,0,1,46,8,393.16044,26.210696,30.50617,410.8903,27.39268666666667,30.29539,31.925350666666667,28.536063333333335,29.106704666666666,360.46666666666664
Burberry,2,2020,7,2020-07,9,21,1441,68.61904761904762,33.0,212,10.095238095238095,4.0,10317,491.2857142857143,140.0,200,9.523809523809524,4.0,12170,579.5238095238095,180.0,33,1.5714285714285714,6,0.2857142857142857,1,3,60,6,630.46947,30.022355714285716,31.69969,635.24672,30.24984380952381,30.57928,33.697586666666666,30.916045238095236,31.286115714285714,579.5238095238095
Burberry,2,2020,8,2020-08,10,6,217,36.166666666666664,28.5,36,6.0,5.5,972,162.0,143.0,18,3.0,2.5,1243,207.16666666666666,177.0,6,1.0,1,0.16666666666666666,0,1,13,1,187.32842,31.22140333333333,30.779085000000002,184.89126,30.815209999999997,30.296425,32.841875,31.158360000000002,31.36163666666667,207.16666666666666
Burberry,2,2020,9,2020-09,11,28,1169,41.75,29.5,70,2.5,1.5,4523,161.53571428571428,133.5,122,4.357142857142857,3.0,5884,210.14285714285714,168.0,63,2.25,8,0.2857142857142857,3,6,99,8,736.85873,26.316383214285715,29.13442,757.70352,27.060840000000002,29.003675,31.897915714285716,27.983706785714286,28.544663214285716,210.14285714285714
Burberry,2,2020,10,2020-10,12,7,2698,385.42857142857144,33.0,255,36.42857142857143,9.0,7145,1020.7142857142857,216.0,312,44.57142857142857,1.0,10410,1487.142857142857,267.0,10,1.4285714285714286,3,0.42857142857142855,0,1,20,3,228.52015,32.64573571428571,30.87512,229.75725,32.82246428571428,30.87966,36.05223142857143,33.50006714285714,33.8486,1487.142857142857
Burberry,2,2020,11,2020-11,13,15,1907,127.13333333333334,49.0,206,13.733333333333333,8.0,14437,962.4666666666667,417.0,847,56.46666666666667,8.0,17397,1159.8,480.0,33,2.2,29,1.9333333333333333,2,1,77,29,513.95028,34.263352000000005,33.97789,510.19617,34.013078,33.77209,37.55085333333333,34.48046733333333,34.800167333333334,1159.8
Burberry,2,2020,12,2020-12,14,8,11249,1406.125,23.0,331,41.375,6.5,20312,2539.0,170.5,447,55.875,4.0,32339,4042.375,205.0,11,1.375,1,0.125,0,0,20,1,263.59914,32.9498925,31.502215,263.78744,32.97343,30.97835,35.906795,33.57766625,33.8942925,4042.375
Burberry,2,2021,1,2021-01,15,3,85,28.333333333333332,30.0,47,15.666666666666666,10.0,482,160.66666666666666,159.0,10,3.3333333333333335,3.0,624,208.0,202.0,2,0.6666666666666666,2,0.6666666666666666,0,1,7,2,83.40598,27.801993333333332,32.12324,84.86901,28.28967,31.4435,31.185573333333338,29.044700000000002,29.38337,208.0
Burberry,2,2021,2,2021-02,16,16,3234,202.125,36.0,204,12.75,3.0,6041,377.5625,155.0,205,12.8125,2.5,9684,605.25,206.5,25,1.5625,0,0.0,0,1,41,0,461.55245,28.847028125,29.52429,469.98641,29.374150625,29.645955,33.197590625000004,30.217925625,30.6844825,605.25
Burberry,2,2021,3,2021-03,17,9,265,29.444444444444443,29.0,91,10.11111111111111,5.0,1181,131.22222222222223,116.0,18,2.0,2.0,1555,172.77777777777777,158.0,18,2.0,1,0.1111111111111111,0,3,28,1,263.38746000000003,29.265273333333337,30.65698,263.39423999999997,29.26602666666666,29.94445,31.477361111111108,29.79613666666667,30.05239444444444,172.77777777777777
Burberry,2,2021,4,2021-04,18,10,281,28.1,28.5,98,9.8,6.5,1450,145.0,157.0,34,3.4,4.0,1863,186.3,196.5,27,2.7,2,0.2,0,2,39,2,270.69777,27.069777,32.16082,273.57207,27.357207,31.30672,30.066361999999998,28.034767,28.385917,186.3
Burberry,2,2021,5,2021-05,19,3,402,134.0,103.0,540,180.0,36.0,2956,985.3333333333334,555.0,4843,1614.3333333333333,18.0,8741,2913.6666666666665,685.0,3,1.0,0,0.0,0,2,6,0,134.61936,44.87312,37.02134,125.90344,41.96781333333333,35.60987,41.410943333333336,41.12596,40.83242333333333,2913.6666666666665
Burberry,2,2021,6,2021-06,20,3,416,138.66666666666666,26.0,80,26.666666666666668,16.0,836,278.6666666666667,154.0,33,11.0,4.0,1365,455.0,191.0,5,1.6666666666666667,0,0.0,0,0,8,0,105.2595,35.0865,32.73435,102.53685,34.17895,31.7989,35.117533333333334,34.32067333333333,34.40614,455.0
Burberry,2,2021,7,2021-07,21,6,1910,318.3333333333333,223.0,251,41.833333333333336,20.0,7900,1316.6666666666667,1090.0,697,116.16666666666667,28.0,10758,1793.0,1370.0,20,3.3333333333333335,0,0.0,0,3,26,0,237.47541,39.579235000000004,39.288435,232.29293,38.71548833333333,38.83094,41.05698666666667,38.95257333333333,39.14591333333333,1793.0
Burberry,2,2021,8,2021-08,22,5,376,75.2,55.0,101,20.2,26.0,1583,316.6,234.0,109,21.8,18.0,2169,433.8,335.0,13,2.6,0,0.0,0,1,18,0,164.99502,32.999004,37.32427,162.52407,32.504813999999996,35.63827,34.019146,32.831024,32.993170000000006,433.8
Burberry,2,2021,9,2021-09,23,13,2901,223.15384615384616,26.0,291,22.384615384615383,8.0,8373,644.0769230769231,170.0,292,22.46153846153846,3.0,11857,912.0769230769231,208.0,43,3.3076923076923075,4,0.3076923076923077,0,1,60,4,412.65891,31.742993076923078,31.27539,410.77089,31.59776076923077,31.10488,34.30601076923077,32.09851153846154,32.38774307692308,912.0769230769231
Burberry,2,2021,10,2021-10,24,6,1166,194.33333333333334,28.0,75,12.5,8.0,4558,759.6666666666666,180.0,651,108.5,3.5,6450,1075.0,216.5,15,2.5,0,0.0,1,3,21,0,194.67128,32.445213333333335,31.35829,193.01331,32.168884999999996,30.807685,35.49502666666667,32.606676666666665,32.92209666666667,1075.0
Burberry,2,2021,11,2021-11,25,37,34341,928.1351351351351,152.0,2007,54.24324324324324,16.0,93726,2533.135135135135,910.0,1963,53.054054054054056,12.0,132037,3568.5675675675675,990.0,106,2.864864864864865,13,0.35135135135135137,0,5,156,13,1433.85278,38.75277783783783,36.84103,1423.74301,38.47954081081081,35.75977,41.52663405405405,39.054089189189185,39.395646216216214,3568.5675675675675
Burberry,2,2021,12,2021-12,26,15,551,36.733333333333334,26.0,71,4.733333333333333,4.0,3084,205.6,158.0,53,3.533333333333333,2.0,3759,250.6,190.0,50,3.3333333333333335,2,0.13333333333333333,1,3,67,2,428.26239,28.550825999999997,30.11775,432.86843,28.85789533333333,29.64617,32.349434,29.53804266666667,29.911974666666666,250.6
Burberry,2,2022,1,2022-01,27,10,306,30.6,28.0,64,6.4,6.0,1771,177.1,154.0,27,2.7,2.0,2168,216.8,190.5,14,1.4,3,0.3,0,6,27,3,297.7192,29.77192,31.054315,297.11406,29.711406,30.444335,32.750882000000004,30.212916999999997,30.517201,216.8
Burberry,2,2022,2,2022-02,28,42,4640,110.47619047619048,17.5,324,7.714285714285714,3.0,19715,469.4047619047619,118.5,537,12.785714285714286,2.0,25216,600.3809523809524,138.0,138,3.2857142857142856,13,0.30952380952380953,0,9,193,13,1148.25159,27.339323571428572,29.464835,1170.7457,27.87489761904762,28.984435,31.643110476190476,28.660948333333334,29.079755476190474,600.3809523809524
Burberry,2,2022,3,2022-03,29,52,5297,101.86538461538461,25.0,452,8.692307692307692,2.0,18767,360.90384615384613,121.5,620,11.923076923076923,2.0,25136,483.38461538461536,166.5,196,3.769230769230769,20,0.38461538461538464,0,9,268,20,1424.29107,27.390212884615384,29.080025,1457.3553200000001,28.02606384615385,28.934215000000002,32.49454,28.894961730769232,29.405344423076922,483.38461538461536
Burberry,2,2022,4,2022-04,30,52,7831,150.59615384615384,21.0,471,9.057692307692308,1.5,41599,799.9807692307693,114.0,557,10.711538461538462,1.0,50458,970.3461538461538,138.5,129,2.480769230769231,20,0.38461538461538464,0,4,201,20,1294.83013,24.900579423076923,27.29011,1371.0522799999999,26.36639,27.412190000000002,31.893567884615383,27.64513480769231,28.318241923076922,970.3461538461538
Burberry,2,2022,5,2022-05,31,24,2990,124.58333333333333,42.0,242,10.083333333333334,5.0,14128,588.6666666666666,216.0,538,22.416666666666668,3.5,17898,745.75,256.0,78,3.25,6,0.25,0,4,108,6,740.19735,30.84155625,31.081780000000002,749.81774,31.242405833333333,30.757620000000003,34.74291958333333,32.0278225,32.435264583333336,745.75
Burberry,2,2022,6,2022-06,32,27,2675,99.07407407407408,26.0,258,9.555555555555555,3.0,11421,423.0,100.0,347,12.851851851851851,2.0,14701,544.4814814814815,130.0,65,2.4074074074074074,21,0.7777777777777778,0,4,113,21,741.43133,27.46041962962963,29.45362,762.64118,28.245969629629627,29.25847,32.34401481481481,29.209287407407405,29.723927777777778,544.4814814814815
Burberry,2,2022,7,2022-07,33,26,56528,2174.153846153846,149.0,4365,167.8846153846154,34.0,134554,5175.153846153846,380.5,3879,149.19230769230768,8.5,199326,7666.384615384615,545.5,74,2.8461538461538463,12,0.46153846153846156,1,3,112,12,1049.70442,40.37324692307693,35.17596,1042.92395,40.11245961538462,34.3792,42.54279538461538,40.73657423076923,41.05701653846154,7666.384615384615
Burberry,2,2022,8,2022-08,34,9,739,82.11111111111111,48.0,153,17.0,14.0,2359,262.1111111111111,113.0,70,7.777777777777778,2.0,3321,369.0,167.0,21,2.3333333333333335,2,0.2222222222222222,0,4,32,2,270.42272,30.04696888888889,31.77904,274.05073,30.45008111111111,31.07031,32.83923,31.241547777777775,31.590157777777776,369.0
Chanel,3,2017,1,2017-01,0,21,48340,2301.904761904762,551.0,1152,54.857142857142854,21.0,112781,5370.523809523809,1442.0,3568,169.9047619047619,29.0,165841,7897.190476190476,1941.0,39,1.8571428571428572,0,0.0,0,0,60,0,866.86276,41.279179047619046,39.34932,872.41524,41.54358285714286,39.44275,45.76540142857143,42.50778714285715,43.05906238095238,7897.190476190476
Chanel,3,2017,2,2017-02,0,7,2505,357.85714285714283,358.0,72,10.285714285714286,9.0,5850,835.7142857142857,722.0,174,24.857142857142858,21.0,8601,1228.7142857142858,1187.0,9,1.2857142857142858,2,0.2857142857142857,0,0,18,2,260.72146,37.24592285714285,37.93007,261.12268,37.30324,38.04984,40.62123428571429,38.080218571428574,38.52911,1228.7142857142858
Chanel,3,2017,3,2017-03,0,43,43768,1017.8604651162791,320.0,929,21.6046511627907,10.0,107013,2488.6744186046512,863.0,3028,70.4186046511628,20.0,154738,3598.5581395348836,1357.0,79,1.8372093023255813,2,0.046511627906976744,2,2,124,2,1655.15763,38.49203790697674,37.17683,1668.42463,38.80057279069767,37.64024,42.9066676744186,39.738988837209305,40.278217209302326,3598.5581395348836
Chanel,3,2017,4,2017-04,0,32,15902,496.9375,205.0,379,11.84375,6.5,37207,1162.71875,684.5,769,24.03125,8.0,54257,1695.53125,923.0,56,1.75,14,0.4375,14,0,102,14,1121.14643,35.0358259375,34.499539999999996,1140.53914,35.641848125,35.004795,39.9810740625,36.674102500000004,37.2450096875,1695.53125
Chanel,3,2017,5,2017-05,0,49,35152,717.3877551020408,259.0,739,15.081632653061224,6.0,96605,1971.530612244898,831.0,1928,39.3469387755102,14.0,134424,2743.3469387755104,1108.0,85,1.7346938775510203,0,0.0,7,2,134,0,1791.92388,36.56987510204082,35.81779,1813.97688,37.01993632653061,36.07788,41.35021591836735,37.98742469387755,38.536800204081636,2743.3469387755104
Chanel,3,2017,6,2017-06,0,17,18787,1105.1176470588234,401.0,362,21.294117647058822,14.0,35281,2075.3529411764707,1001.0,764,44.94117647058823,15.0,55194,3246.705882352941,1436.0,18,1.0588235294117647,3,0.17647058823529413,2,0,38,3,635.23113,37.36653705882353,37.63354,646.71054,38.04179647058824,37.84995,42.621821764705885,39.16822294117647,39.788042352941176,3246.705882352941
Chanel,3,2017,7,2017-07,0,28,52150,1862.5,393.5,1272,45.42857142857143,13.5,154245,5508.75,1165.0,2954,105.5,17.0,210621,7522.178571428572,1543.5,47,1.6785714285714286,4,0.14285714285714285,1,1,79,4,1095.43845,39.12280178571429,37.46464,1109.20854,39.61459071428572,37.660425000000004,44.21456678571428,40.65421392857143,41.23965892857143,7522.178571428572
Chanel,3,2017,8,2017-08,0,7,2299,328.42857142857144,288.0,87,12.428571428571429,6.0,7801,1114.4285714285713,955.0,102,14.571428571428571,6.0,10289,1469.857142857143,1253.0,11,1.5714285714285714,0,0.0,1,0,18,0,246.83485000000002,35.26212142857143,33.60682,251.66711,35.952444285714286,34.58018,40.51070285714286,37.01972285714286,37.599361428571434,1469.857142857143
Chanel,3,2017,9,2017-09,0,9,4519,502.1111111111111,189.0,252,28.0,9.0,13709,1523.2222222222222,906.0,465,51.666666666666664,7.0,18945,2105.0,1112.0,7,0.7777777777777778,6,0.6666666666666666,0,0,22,6,323.62216,35.958017777777776,34.9707,328.09871,36.45541222222222,35.40387,41.010087777777784,37.42790777777778,37.98531,2105.0
Chanel,3,2017,10,2017-10,0,33,38524,1167.3939393939395,258.0,1245,37.72727272727273,9.0,122529,3713.0,1012.0,2044,61.93939393939394,15.0,164342,4980.060606060606,1289.0,57,1.7272727272727273,4,0.12121212121212122,0,0,94,4,1262.1439599999999,38.246786666666665,36.34459,1274.08616,38.608671515151514,36.87142,42.99931303030303,39.54581909090909,40.080929999999995,4980.060606060606
Chanel,3,2017,11,2017-11,0,25,4137,165.48,112.0,212,8.48,6.0,17444,697.76,582.0,179,7.16,5.0,21972,878.88,714.0,25,1.0,13,0.52,1,0,63,13,796.73461,31.869384399999998,33.11061,817.33368,32.6933472,33.55069,37.40582,33.7472264,34.3130632,878.88
Chanel,3,2017,12,2017-12,0,42,11364,270.57142857142856,134.5,384,9.142857142857142,5.0,42705,1016.7857142857143,639.5,526,12.523809523809524,5.5,54979,1309.0238095238096,765.5,69,1.6428571428571428,9,0.21428571428571427,0,3,120,9,1354.10116,32.24050380952381,33.33862,1397.63305,33.27697738095238,33.62151,38.34627952380953,34.464017857142856,35.09229142857143,1309.0238095238096
Chanel,3,2018,1,2018-01,0,46,12183,264.8478260869565,179.5,356,7.739130434782608,6.0,46445,1009.6739130434783,779.0,651,14.152173913043478,8.0,59635,1296.4130434782608,962.0,64,1.391304347826087,4,0.08695652173913043,1,3,114,4,1580.41898,34.35693434782608,34.507670000000005,1607.53538,34.94642130434783,34.8181,39.72248673913044,35.9294,36.49513456521739,1296.4130434782608
